19435,32800,0,0
-1.0,-1.0,22700,0
0,-1.0,25000,26800
0,0,-1.0,3500
21600,0,0,-1.0
12875,18300,0,0
-1.0,-1.0,24100,0
0,-1.0,-1.0,20200
0,0.0011,-1.0,-1.0
0.0,0,0,0.0
-1.0,20800,0,0
-1.0,7500,25500,0
0.0009,-1.0,-1.0,19600
0,0,-1.0,-1.0
-1.0,0,0,-1.0
-1.0,18400,0,0
-1.0,-1.0,21900,0
0,-1.0,17458.5,20200
0,0,-1.0,-1.0
19500,0,0,-1.0
-1.0,20800,0,0
-1.0,7759.5,26100,0
0,-1.0,4500,21300
0,0,-1.0,-1.0
18600,0,0,-1.0
-1.0,-1.0,0,0
-1.0,-1.0,19800,0
0,-1.0,-1.0,18600
0,0,-1.0,-1.0
-1.0,0,0,0.0
-1.0,20000,0,0
-1.0,-1.0,20100,0
0,-1.0,25250,29800
0,0,-1.0,22000
15000,0,0,-1.0
-1.0,19000,1,0.0017
-1.0,18750,-1.0,0
0,-1.0,-1.0,22300
0,0,-1.0,-1.0
0.0,0,0,0.0
21500,41100,0,0
-1.0,5500,31800,0
0,-1.0,9500,23500
0,0,-1.0,12533
14000,0,0,-1.0
14140.5,17800,0,0
-1.0,-1.0,97400,0
0,-1.0,-1.0,-1.0
0,0,-1.0,23871
19400,0,0,-1.0
6333,14300,0,0
-1.0,5958,21000,1
0.0018,-1.0,13690,20100
0,0,-1.0,13908
25500,0,0,-1.0
5500,15600,0,0
-1.0,4812.5,22600,1
0,-1.0,15491,16700
0,0,-1.0,15491
16700,0,0,-1.0
9363.5,20400,0,0
-1.0,10555,16400,0
0,-1.0,-1.0,22300
0,0.0183,-1.0,-1.0
0.0,0,0,0.0
-1.0,27800,0,0
34100,8167,15100,0
0,-1.0,9233.5,25100
0,0,-1.0,7800
17000,0,0,-1.0
-1.0,27900,1,0.001
38300,12000,21000,0
0,-1.0,-1.0,17300
0,0,-1.0,-1.0
19200,0,0,-1.0
13982,32900,0,0.0135
-1.0,-1.0,-1.0,0
0,-1.0,7500,-1.0
0,0,-1.0,-1.0
29900,1,0.0084,37900
-1.0,23900,0,0
-1.0,21500,25500,0
0,-1.0,8878,20700
0,0,-1.0,14556
17700,0,0,-1.0
7750,22600,1,0.0049
-1.0,16500,-1.0,0
0,-1.0,31333,15200
0,0,-1.0,13357.5
-1.0,0,0,-1.0
6333,-1.0,0,0
0.0,11094.5,15000,0
0,-1.0,5117,12100
0,0,-1.0,5750
23700,1,0.0009,-1.0
7204,12800,0,0
-1.0,12000,46400,0
0,-1.0,-1.0,20800
0,0,27300,19250
29500,0,0,-1.0
-1.0,19100,1,0
-1.0,12000,27900,0
0,-1.0,-1.0,18500
0,0,-1.0,3000
18300,0,0,-1.0
11002,-1.0,0,0
-1.0,10500,20200,0
0,-1.0,9900,21300
0,0,-1.0,21000
25800,0,0,-1.0
3000,-1.0,0,0
-1.0,14434,-1.0,0
0,-1.0,-1.0,-1.0
0,0,-1.0,9785.5
11500,0,0,-1.0
-1.0,-1.0,0,0
-1.0,9500,-1.0,0
0,-1.0,-1.0,19500
0,0,-1.0,5250
21300,1,0.0041,-1.0
-1.0,-1.0,0,0
-1.0,-1.0,-1.0,0
0,-1.0,9500,20600
1,0.0061,-1.0,-1.0
25200,0,0,-1.0
4700,21400,0,0
-1.0,-1.0,20300,0
0,-1.0,6922,23600
0,0,-1.0,31667
18700,0,0,-1.0
-1.0,17200,1,0.0042
-1.0,8100,21200,0
0,-1.0,9735.5,-1.0
0,0,-1.0,4000
21100,0,0,-1.0
-1.0,17800,0,0
-1.0,9833,14400,0
0,-1.0,6333,7700
0,0,-1.0,19000
24700,0,0,-1.0
6500,23500,0,0
-1.0,6448,23200,0
0,-1.0,-1.0,-1.0
0,0,-1.0,-1.0
-1.0,0,0.0,-1.0
8700,25000,0,0
-1.0,10805,11700,0
0,-1.0,-1.0,22500
0,0,-1.0,-1.0
21300,1,0.0024,-1.0
8250,20300,0,0
-1.0,-1.0,0.0,0
0.0,-1.0,-1.0,-1.0
0,0.0,-1.0,-1.0
-1.0,0,0,-1.0
-1.0,-1.0,0,0
-1.0,12837,21900,1
0.0079,-1.0,10500,20300
1,0.0049,-1.0,13074
21700,1,0.0102,-1.0
-1.0,0.0,0,0
0.0,-1.0,21600,0
0,-1.0,15070,15500
0,0,-1.0,9500
-1.0,0,0,-1.0
6499,33800,0,0
-1.0,19000,34200,0
0,-1.0,-1.0,0.0
0,0.0,0.0,18750
-1.0,0,0,-1.0
10500,23100,1,0.0223
-1.0,-1.0,89000,0
0.0,-1.0,14200,56100
0,0,-1.0,-1.0
29400,0,0.016,45100
-1.0,86600,0,0.0
-1.0,-1.0,0.0,0
0.0,0.0,7000,-1.0
0,0,-1.0,-1.0
-1.0,0,0,-1.0
24402,30400,0,0
-1.0,7000,16800,0
0,-1.0,23000,63000
0,0,-1.0,-1.0
71300,0,0.0,-1.0
-1.0,26000,0,0
-1.0,6750,27900,0
0,-1.0,6333,17700
0,0,-1.0,16304
45300,0,0,-1.0
4875,23500,0,0
-1.0,-1.0,19900,0
0,-1.0,10500,25800
0,0,-1.0,-1.0
22900,0,0,-1.0
26250,66500,0,0
-1.0,-1.0,0.0,0
0.0,0.0,8000,22300
0,0,-1.0,-1.0
-1.0,0,0.0,-1.0
11222.5,48200,0,0
-1.0,-1.0,27800,0
0,-1.0,4500,29800
0,0,-1.0,28250
30500,0,0,-1.0
14358,15600,0,0
-1.0,-1.0,82600,0
0.0,-1.0,-1.0,18900
0,0,-1.0,28001
24800,0,0,-1.0
6523,20900,0,0
-1.0,4489,15300,0
0,-1.0,8500,21400
0,0,-1.0,6500
20700,1,0.0037,-1.0
-1.0,24700,0,0
-1.0,-1.0,21300,1
0.0405,-1.0,8745,14300
0,0,-1.0,8499
25800,0,0,-1.0
-1.0,27500,0,0
-1.0,8743,14600,0
0,-1.0,6625,-1.0
0,0,0.0,-1.0
-1.0,0,0,-1.0
6000,24000,1,0.0482
-1.0,39617,28100,0
0,-1.0,-1.0,28200
0,0.0184,-1.0,-1.0
0.0,0,0.0,-1.0
6000,22700,0,0
-1.0,9070,-1.0,0
0,-1.0,-1.0,23600
0,0,-1.0,6523
20900,0,0,-1.0
7866,18700,0,0
-1.0,6333,15200,0
0,-1.0,8749.5,16300
0,0,-1.0,8867
15300,0,0,-1.0
-1.0,0.0,0,0.0
-1.0,-1.0,24900,0
0,-1.0,11875,26400
0,0,-1.0,7804
21500,1,0.2124,-1.0
8906,17200,0,0
-1.0,-1.0,-1.0,0
0.0,-1.0,-1.0,-1.0
0,0.0,-1.0,-1.0
0.0,0,0,0.0
10500,32900,1,0.0178
-1.0,-1.0,0.0,0
0.0,0.0,-1.0,-1.0
0,0,-1.0,-1.0
-1.0,0,0.0,-1.0
8250,20600,0,0
-1.0,7000,20300,0
0,-1.0,-1.0,38800
0,0,-1.0,-1.0
21400,0,0,-1.0
-1.0,-1.0,0,0.0
-1.0,-1.0,14600,0
0,-1.0,-1.0,24400
1,0.0146,-1.0,22344
68500,0,0,-1.0
-1.0,20100,0,0
-1.0,-1.0,-1.0,0
0.0,0.0,31333.5,25700
0,0,-1.0,-1.0
17800,1,0.0047,-1.0
18784.5,19500,0,0
-1.0,24291,34300,0
0,-1.0,17663,-1.0
0,0,-1.0,8000
24300,0,0,-1.0
9500,16900,0,0
-1.0,21124.5,47000,0
0,-1.0,18350,-1.0
0,0,-1.0,3500
19000,1,0.0548,-1.0
23500,23100,0,0
-1.0,-1.0,38700,0
0,48000,25467.5,23500
0,0,-1.0,-1.0
17200,0,0,-1.0
9000,13300,0,0
-1.0,-1.0,19200,0
0,-1.0,-1.0,23000
1,0.0068,-1.0,-1.0
0.0,0,0.0,-1.0
25337.5,-1.0,0,0
0.0,-1.0,-1.0,0
0,-1.0,-1.0,20500
1,0.0063,30600,-1.0
-1.0,0,0,-1.0
6750,24600,0,0
-1.0,9340,23600,1
0.0135,-1.0,-1.0,19400
0,0,-1.0,4500
21800,0,0,-1.0
6700,21900,0,0
-1.0,4875,18700,0
0,-1.0,14624,78700
0,0,-1.0,-1.0
23700,0,0,-1.0
-1.0,24200,0,0
-1.0,6447,0.0,0
0,0.0,-1.0,12900
0,0,-1.0,-1.0
-1.0,0,0,-1.0
-1.0,13300,0,0
-1.0,8959,21300,0
0,-1.0,9500,18600
0,0,-1.0,9459
18600,0,0,-1.0
10500,25100,1,0.0077
-1.0,8956,14900,0
0,-1.0,12000,27000
0,0,-1.0,5500
20300,1,0.0153,-1.0
-1.0,18400,1,0.0366
-1.0,-1.0,24800,1
0.0357,-1.0,4500,23100
1,0.0131,-1.0,9000
18900,0,0,-1.0
-1.0,25200,0,0.0015
-1.0,3500,16000,0
0,-1.0,-1.0,20500
1,0.0762,-1.0,-1.0
-1.0,0,0,-1.0
7630,24600,1,0.0154
-1.0,12500,25300,1
0.1295,-1.0,5036,23700
1,0.0149,-1.0,-1.0
21700,1,0.0067,-1.0
12667,20600,0,0
0.0,14250,28800,1
0.0234,-1.0,9500,20200
0,0,-1.0,9500
19200,0,0,-1.0
9500,17800,0,0
-1.0,5650,28100,0
0,-1.0,-1.0,31500
0,0,-1.0,4779
19400,0,0,-1.0
9500,13300,0,0
-1.0,8800,25700,0
0,-1.0,7125,22600
0,0,-1.0,6200
23300,0,0,-1.0
7984,-1.0,0,0
0.0,12000,29000,0
0,-1.0,-1.0,23100
0,0,-1.0,9349.5
22400,0,0,-1.0
22500,-1.0,0,0
0.0,-1.0,0.0,0
0.0,0.0,18125,34900
0,0,-1.0,-1.0
0.0,0,0.0,-1.0
-1.0,-1.0,0,0
-1.0,-1.0,17500,0
0,-1.0,4500,23500
0,0,-1.0,8743
14400,0,0,-1.0
-1.0,14700,0,0
-1.0,8674,22600,0
0,-1.0,21000,21600
0,0,-1.0,15500
29800,0,0,-1.0
9416,34600,0,0
-1.0,-1.0,19100,1
0.0033,-1.0,43837,26300
0,0,-1.0,2100
13000,0,0,-1.0
6750,24900,0,0
-1.0,-1.0,0.0,0
0.0,0.0,-1.0,0.0
0,0,0.0,8563
19500,1,0.0105,-1.0
7521.5,14900,0,0
-1.0,9578,15200,0
0,-1.0,6331,-1.0
0,0,0.0,6179.5
24000,0,0,-1.0
-1.0,10300,0,0
-1.0,-1.0,-1.0,0
0.0,-1.0,10000,22700
0,0,-1.0,8250
24700,1,0.0075,-1.0
18750,92700,0,0
-1.0,6000,21100,0
0,-1.0,4500,27400
0,0,-1.0,23000
21800,0,0,-1.0
-1.0,-1.0,0,0
-1.0,-1.0,-1.0,0
0.0,0.0,-1.0,-1.0
0,0.0,-1.0,8651.5
20800,1,0.0026,-1.0
17870,27400,0,0
-1.0,-1.0,22200,0
0,-1.0,4500,28900
0,0.0118,-1.0,18876
22600,0,0,-1.0
13697,21200,0,0
-1.0,4500,22900,0
0,-1.0,9500,26200
1,0.0147,-1.0,-1.0
-1.0,0,0.0,0.0
12043,34800,0,0
-1.0,4500,20900,1
0.0175,-1.0,-1.0,-1.0
0,0,-1.0,-1.0
21700,1,0.0044,32400
-1.0,10500,0,0
-1.0,24125,14000,0
0,-1.0,10500,19800
0,0,-1.0,8019
22800,0,0,-1.0
4500,29400,0,0
-1.0,-1.0,19800,0
0,-1.0,7500,23400
1,0.0035,-1.0,9500
-1.0,0,0,-1.0
7416.5,-1.0,0,0
-1.0,9500.5,28500,0
0,-1.0,4500,22200
1,0.0052,-1.0,-1.0
0.0,0,0.0,0.0
-1.0,74800,0,0.0
-1.0,36000,30600,0
0,-1.0,-1.0,76400
0,0.0,-1.0,-1.0
24500,0,0,-1.0
-1.0,-1.0,0,0.0
-1.0,14625,23900,0
0,-1.0,8035,-1.0
0,0,-1.0,18500
20000,0,0,-1.0
-1.0,13200,0,0
-1.0,10435,25500,1
0.0007,-1.0,4450,11000
0,0,-1.0,10500
19400,1,0.0086,-1.0
-1.0,20200,0,0
-1.0,26834,48300,0
0,-1.0,7000,21400
1,0.0262,-1.0,9005
23700,0,0,-1.0
-1.0,26000,0,0
-1.0,-1.0,-1.0,0
0.0,0.0,20623.5,30500
0,0,-1.0,-1.0
-1.0,0,0.0,-1.0
-1.0,-1.0,0,0.0
-1.0,-1.0,-1.0,0
0,-1.0,8500,19700
0,0.0013,-1.0,12000
14700,0,0,-1.0
9500,21100,0,0
-1.0,12000,19700,0
0,-1.0,20000,27400
0,0,-1.0,19239
16400,0,0,-1.0
-1.0,27700,0,0
-1.0,-1.0,-1.0,0
0.0,-1.0,-1.0,19600
0,0.0056,-1.0,11443
22100,0,0,-1.0
12000,19500,0,0
-1.0,-1.0,-1.0,0
0.0,-1.0,7500,14600
0,0,-1.0,8375
23400,1,0.1455,-1.0
9000,26400,0,0.1745
-1.0,24062.5,16300,0
0,-1.0,26132.5,27900
0,0,-1.0,9000
21900,0,0.052,-1.0
13875,21900,0,0
-1.0,-1.0,48400,0
0,48800,-1.0,-1.0
0,0,-1.0,-1.0
23700,0,0.0271,-1.0
16281,25100,0,0
-1.0,11867,19900,0
0,-1.0,5500,20500
1,0.0423,-1.0,18594
19700,0,0,-1.0
9500,24000,0,0
-1.0,5500,26600,0
0,-1.0,20000,66100
0,0,-1.0,11500
17100,0,0,-1.0
-1.0,37100,0,0
-1.0,21500,36100,0
0,-1.0,9085,16200
0,0,-1.0,13910
32100,0,0,-1.0
9833,22200,0,0
-1.0,10500,25200,0
0,-1.0,12125,21300
0,0,-1.0,-1.0
0.0,0,0.0,0.0
-1.0,-1.0,0,0
-1.0,5150,23800,0
0,-1.0,-1.0,-1.0
0,0,-1.0,-1.0
-1.0,0,0,-1.0
4562.5,25100,0,0
-1.0,10000,25400,0
0,-1.0,9760.5,20700
0,0,-1.0,-1.0
27200,0,0,-1.0
2562.5,23700,0,0
-1.0,19000,24700,0
0,-1.0,9142,21100
0,0,-1.0,-1.0
21400,0,0,-1.0
19118.5,52400,0,0
-1.0,14434,20500,0
0,-1.0,-1.0,-1.0
0,0.0,-1.0,5969
26000,0,0,-1.0
0.0,0.0,0,0.0
0.0,-1.0,-1.0,0
0,-1.0,6978,20800
0,0,-1.0,8000
24000,0,0,-1.0
8068.5,19900,0,0
-1.0,25000,23700,0
0,-1.0,15750,26700
0,0,-1.0,-1.0
0.0,0,0.0,0.0
9234,23600,0,0
-1.0,-1.0,-1.0,0
0,-1.0,-1.0,-1.0
0,0.0,0.0,-1.0
24300,0,0,-1.0
14448,24200,0,0
-1.0,-1.0,0.0,0
0.0,0.0,4200,16300
0,0,-1.0,-1.0
18200,0,0,-1.0
9500,18600,0,0
-1.0,15000,24800,0
0,-1.0,26417,23600
0,0,-1.0,-1.0
27500,0,0,-1.0
5725,22900,0,0
-1.0,-1.0,28200,0
0,-1.0,12000,28000
0,0,-1.0,-1.0
42000,0,0,-1.0
10500,21600,0,0
-1.0,7019,0.0,0
0,0.0,16000,20200
0,0,-1.0,9500
21900,0,0,-1.0
-1.0,14900,0,0
-1.0,-1.0,19700,0
0.0061,-1.0,-1.0,36200
0,0,-1.0,-1.0
23100,0,0,-1.0
-1.0,-1.0,0,0
-1.0,6193,0.0,0
0,0.0,9500,15000
0,0,-1.0,12000
24700,0,0,-1.0
35219,24400,0,0
-1.0,16418,18400,0
0,-1.0,3500,13400
0,0,-1.0,4500
24300,1,0.0737,-1.0
-1.0,25300,0,0
-1.0,4500,23400,0
0,-1.0,-1.0,25800
0,0,-1.0,-1.0
18600,0,0,-1.0
-1.0,24500,0,0
-1.0,6334,16800,0
0,-1.0,17553.5,37600
0,0,-1.0,-1.0
24700,0,0,-1.0
7450,15100,0,0
-1.0,-1.0,16200,0
0,-1.0,-1.0,24400
0,0,-1.0,-1.0
24200,0,0,-1.0
-1.0,24400,0,0
-1.0,5684.5,14200,0
0,-1.0,18430,22600
0,0,-1.0,11666
15100,0,0,-1.0
-1.0,22300,0,0
-1.0,4500,22200,0
0,-1.0,11320,0.0
0,0,0.0,-1.0
23800,0,0,-1.0
-1.0,24800,0,0
-1.0,5500,25000,0
0,-1.0,-1.0,17600
0,0,-1.0,-1.0
0.0,0,0.0,0.0
12000,24700,0,0
-1.0,12000,24700,0
0,-1.0,-1.0,19800
0,0,-1.0,9500
16400,0,0,-1.0
-1.0,23900,0,0
-1.0,-1.0,19800,0
0.009,-1.0,-1.0,23800
0,0,-1.0,-1.0
20600,0,0,-1.0
-1.0,24500,0,0
-1.0,-1.0,-1.0,0
0,-1.0,3500,22100
1,0.0023,-1.0,39938
25300,0,0,-1.0
7666,13700,0,0
-1.0,-1.0,18000,0
0,-1.0,-1.0,-1.0
0,0,-1.0,-1.0
15600,0,0,-1.0
3500,18100,0,0
-1.0,11937.5,23200,0
0,-1.0,22375,21100
0,0,-1.0,8025
-1.0,0,0,-1.0
-1.0,18900,0,0
-1.0,-1.0,19300,0
0,-1.0,-1.0,33000
0,0,-1.0,-1.0
21700,0,0,-1.0
-1.0,18700,0,0
-1.0,25000,26500,0
0,-1.0,5500,18500
0,0.0219,-1.0,7210
16300,0,0,-1.0
3500,17300,0,0
-1.0,27205,23900,0
0,-1.0,10750,20400
0,0,-1.0,-1.0
0.0,0,0.0,0.0
4508.5,20100,0,0.0076
-1.0,7986,19500,0
0,-1.0,0.0,15500
0,0,-1.0,35750
25800,0,0,-1.0
-1.0,28400,0,0
-1.0,11999,23000,0
0,-1.0,3500,24000
0,0,-1.0,-1.0
0.0,0,0,0.0
-1.0,-1.0,0,0.0
0.0,4383,21700,1
0.0022,-1.0,3500,21900
0,0.0023,-1.0,12963.5
16500,0,0,-1.0
20000,49000,0,0
-1.0,4500,21700,1
0.0155,-1.0,13666,25600
0,0,-1.0,20000
20700,0,0,-1.0
4752,22300,0,0
-1.0,-1.0,-1.0,0
0.0,-1.0,-1.0,23100
1,0.0104,-1.0,-1.0
19000,0,0,-1.0
-1.0,22400,1,0.0153
-1.0,-1.0,-1.0,0
0.0,-1.0,-1.0,16800
0,0.0304,-1.0,3000
20100,1,0.011,-1.0
35503,18100,0,0
-1.0,23000,45100,0
0,-1.0,-1.0,26600
0,0,35100,3000
20200,0,0,-1.0
10461,22900,0,0
-1.0,-1.0,17900,1
0.0152,-1.0,26151,60100
0,0,-1.0,-1.0
20600,1,0.0153,-1.0
19700,28700,0,0
-1.0,-1.0,17700,0
0.0045,-1.0,8702.5,24200
0,0,-1.0,3500
17100,0,0,-1.0
6625,25700,0,0
-1.0,5826.5,28500,0
0,-1.0,6202,24100
0,0,-1.0,10500
24900,1,0.0041,-1.0
7500,24900,0,0
-1.0,-1.0,0.0,0
0.0,-1.0,9500,17100
0,0,-1.0,12500
36200,0,0,-1.0
9250,21400,0,0
-1.0,19500,22500,0
0,-1.0,6750,22800
0,0,-1.0,21919
28400,0,0,-1.0
10613,-1.0,0,0
-1.0,13040,9400,0
0,-1.0,12000,12700
0,0,-1.0,-1.0
-1.0,0,0.0,-1.0
5750,17700,0,0
-1.0,5500,-1.0,0
0,-1.0,27500,19500
0,0,-1.0,9000
15200,0,0,-1.0
-1.0,-1.0,0,0.0
-1.0,-1.0,23300,1
0.0907,29100,15000,46400
0,0,-1.0,15000
46400,0,0,-1.0
9500,17500,0,0
-1.0,9830,18700,0
0,-1.0,-1.0,-1.0
0,0,-1.0,3500
14200,0,0,-1.0
-1.0,13000,0,0
-1.0,3500,14900,0
0,-1.0,12500,14600
0,0,-1.0,13756.5
14600,0,0,-1.0
9833,20400,0,0
-1.0,-1.0,0.0,0
0.0,0.0,13500,-1.0
0,0,-1.0,-1.0
90200,0,0.0,152800
-1.0,-1.0,0,0.0
-1.0,-1.0,0.0,0
0.0,0.0,6600,18200
0,0,-1.0,4500
19200,0,0,-1.0
6500,16800,0,0
-1.0,5250,19900,0
0,-1.0,4500,22000
0,0.0193,-1.0,5000
19000,1,0.0012,-1.0
3500,24800,0,0
-1.0,4500,21600,1
0.0117,-1.0,9000,15200
0,0,-1.0,9492
20100,0,0,-1.0
-1.0,27700,1,0.0101
36100,19821,18300,0
0,-1.0,8800,24600
0,0,-1.0,-1.0
-1.0,0,0.0,-1.0
13469,16700,0,0
-1.0,18000,-1.0,0
0,-1.0,7391,20300
0,0,-1.0,9833
19000,0,0,-1.0
9833,16500,0,0
-1.0,-1.0,17100,0
0,-1.0,7462,22000
1,0.0257,-1.0,-1.0
70300,0,0,-1.0
-1.0,36100,0,0
51700,6500,93300,0
0.0,-1.0,23000,41000
0,0,-1.0,4500
21700,0,0,-1.0
-1.0,0.0,0,0.0
0.0,4500,19900,0
0,-1.0,-1.0,0.0
0,0.0,-1.0,6986
22600,0,0,-1.0
5500,20400,1,0.009
-1.0,5000,59700,0
0.0,-1.0,24575,27000
0,0,-1.0,10233
13100,0,0,-1.0
-1.0,-1.0,0,0.0
-1.0,18937.5,57200,0
0,-1.0,-1.0,-1.0
0,0,-1.0,-1.0
0.0,0,0.0,0.0
16000,41600,0,0
-1.0,-1.0,15800,0
0,-1.0,19856,24600
0,0,-1.0,-1.0
0.0,0,0.0,0.0
-1.0,0.0,0,0.0
-1.0,25000,-1.0,0
0,-1.0,28372,23800
0,0,-1.0,-1.0
0.0,0,0,0.0
12000,36300,0,0
-1.0,-1.0,24900,0
0,-1.0,12910.5,16000
0,0,-1.0,9500
31100,0,0,-1.0
-1.0,14300,0,0
-1.0,-1.0,0.0,0
0.0,0.0,3500,26300
0,0,-1.0,9833
14800,0,0,-1.0
8750,20800,0,0
-1.0,6400,-1.0,0
0,-1.0,6500,22100
1,0.0574,-1.0,5821
21900,1,0.0371,-1.0
27223.5,18900,0,0
-1.0,20501,62100,0
0,-1.0,17425,50500
0,0,-1.0,-1.0
-1.0,0,0,-1.0
4100,22800,0,0
-1.0,-1.0,18800,1
0.002,-1.0,25000,-1.0
0,0,-1.0,-1.0
21500,0,0,25100
-1.0,0.0,0,0.0
-1.0,-1.0,20100,0
0.009,-1.0,1600,24100
0,0,-1.0,-1.0
0.0,0,0.0,0.0
-1.0,22600,1,0.0629
-1.0,12000,22100,0
0,-1.0,24905,56400
0,0,-1.0,10075
16700,0,0,-1.0
18111,19500,0,0
-1.0,0.0,-1.0,0
0,-1.0,-1.0,19500
0,0,-1.0,-1.0
-1.0,0,0,-1.0
5500,18400,0,0
-1.0,27000,-1.0,0
0,-1.0,6419,25700
0,0,-1.0,25000
61400,0,0,-1.0
-1.0,-1.0,0,0
-1.0,-1.0,-1.0,0
0.0,-1.0,40050,25100
0,0,-1.0,-1.0
0.0,0,0.0,0.0
6688,17800,0,0
-1.0,7600,15000,0
0,-1.0,9500,-1.0
